pros_cons,label
great culture people and environment to work continuous learning with awesome technology microsoft do what we say and say what we do very collaborative and supportive really enjoy and love working for microsoft management is supportive and encouraging small concern lots of travel to see clients for meetings etc can be a bit tiring but microsoft compensate with good approach in working from home when required great policy to help us have a good life balance as best as we can,highly engaged
great company you ll learn a whole new style of working that s awesome and you ll grow tremendously great people you ll honestly work with the happiest smartest most driven people you ve ever met and they ll become your best friends the money is fantastic you start at at least 15 an hour and the benefits are top notch you ll get benefits even if you re part time you will not be fired for poor sales but you do need excellent sales to be promoted in fact you have to qualify to apply for another position based upon your sales and customer service records you really do grow from all the feedback sessions but it s hard there aren t many places to go the few positions that become available are hugely sought after and they go to whoever the managers favorites are you ll grow old waiting for a promotion you ll work for like 5 different managers who all have different expectations and personalities so it s very hard deal with that what makes one happy upsets another etc and they re never on the same page if you re full time you can forget about college or anything else because you are not permitted to have specific days off at least not at my store you are not allowed to request any days off from black friday through mid january none you ll never spend christmas with your out of state family ever again you will work easter super bowl sunday halloween christmas eve new year s eve and all the 3 day weekends if you have school aged kids you ll go days without seeing them because you have to close several nights per week and they ll be in bed already when you get home you ll be bored out of your mind on slow days where you re forced to literally just stand there they won t send you home but i guess that s good from a financial standpoint peers are not only allowed to confront you with negative feedback they re encouraged to so be prepared it s really hard at first you are rated on your nps net a promoter score for every single transaction that occurs an email is sent to the customer asking them to rate you on various aspects and they can write comments any negative comments mean trouble for you even if they re untrue or were someone else s fault for instance a customer goes to the genius bar to have a phone repaired but it s out warranty or has water damage so it cannot be repaired obviously this customer is gonna be unhappy before he leaves the store he buys a new charging cable and you sell it to him well guess who s name the bad review goes under yours it s tough to have every transaction evaluated,highly engaged
great benefits awesome work environment great moral best of all they love to have fun and celebrate for everything it s great not much room for advancement discount on website is pretty low only 10 usually you have to work most large holidays,highly engaged
thanks for setting up this site glassdoor google is an industry leader in many endeavors and often finds itself listened to by competitors and partners alike i hope that does not come off as overly confident it s a wonderful place to work our management and product teams are thoughtful about all of our projects google enjoys a solid reputation among consumers something that is difficult to achieve and we lead the internet industry in consumer satisfaction it makes me proud to say i work for a company that is so highly regarded by our partners competitors and the general public we are a company that provides innovative answers to today and tomorrow s questions our technology is more powerful than our competition and we continue to add new services to our already robust product suite we leave the end users satisfied and our partners happy that we re looking out for their best interests there are other great reasons to work for google yes there is free lunch but that is just one piece to the puzzle it s generally the overall trust that the company has in it s employees and the respect that the employees show for the company management has decided not to put a cap on sick days and trusts that employees want to come to work which we do we want to work on the products that will change the way that people access and consume information we want to speak to clients collaborate with them and work with them to change the world that s the attitude i have going into work every day for the last three years and that s a really good feeling the best part is google is enabling this attitude as google has grown larger over the last few years it has hired tremendous managers adding new layers to our corporate hierarchy the company has hired the best of breed from many industries allowing google to take advantage of the extensive networks created by those individuals these individuals are fantastic team players industry visionaries thought leaders truly an amazing set up people with whom to surround yourself that is how i would describe the average google employee and what they bring to the table not necessarily a downside the level of mutual respect and admiration is very high here we are all cooperative or should i say cooperatively competitive as we believe it brings out the best in us and pushes us to succeed with levels of achievement levels so high it is difficult to see people who do succeed but who are not the michael phelps of their respective field,highly engaged
i work at aws and love the pace of growth and innovation and the amazing aws cloud services as well as the transformational impact we bring into our customers lives around the world it s great to be a part of such awesome global force i m surrounded with highly competent driven yet super friendly professionals who actually want to work all day every day to achieve results yep i find it rare and highly beneficial i love the challenges we get to solve on daily basis never get bored management sets vision and direction and trusts that you ll take the initiative to implement it to your best judgement and ability no micro management they ask what they can do to help every day arguably led by the best ceo on the planet great leadership team flat management structure great work life balance very reasonable performance expectations giving you a chance to over achieve them i choose to work extra hours because i want to achieve more each week like most around me but it s not mandatory great compensation package not an ideal place for under achievers fewer holidays and vacation days than offered by most companies this is more than compensated by cool events you get to travel to throughout the year,highly engaged
i started working at the apple store part time when i was still a college student i loved the fast paced environment and that every day was different it was great to know that every day i would learn something new plus i loved working with people i truly felt like part of a team also there was tons of opportunity to specialize in different areas within the store towards the end of my time working there management began to focus a lot more on professional development which was awesome i did not enjoy working retail hours because it was difficult to keep a normal routine i also felt management was less than supportive of my growth within the company despite my impeccable sales record the managers at this location tend to play favorites with the people that they like best not the people who have worked the hardest or been with the company the longest i did not feel like management was open to new ideas unless they came from corporate,highly engaged
pay is quite high be mindful though and do the math most compensation is tied to tenure from signing bonuses for rsus restricted stock units as well as yearly increases all are tied to a vesting schedule that is up to 4 years long on most occasions we do this for two reasons 1 retention is horrifically low at fulfillment centers so anything to incentivize tenure we re not above bribery 2 the vast majority of amazon managers have very short tenures at amazon so few make it through to the end of their vesting schedule and they therefor never realize their full compensation so it s easy to offer a high rate of pay when one knows most managers will never realize their full compensation the ego boost for working for such a respected brand is enticing amazon is fully aware of this and will leverage it as needed promotional opportunities exist if you are willing to relocate you will work with some really bright folks who are driven and motivated be aware of what you see online linkedin facebook web career site etc about community involvement volunteerism corprate team building exercises and the look at how much fun we are having and how amazing it is to work here vibe is are 100 corporate ativities they do not exist in the field in any capacity whatsoever it s simply marketing to entice candidates amazon is a 24 7 365 business so expect to work overnights as well yes the recruiter will deftly avoid answering schedule questions yes even if you are lucky enough to initially get a coveted day shift yes regardless of your kids husband wife s schedule reality is people transfer resign or get promoted all at breakneck speed at amazon which means in very short order there will be a vacancy on overnight that needs to be filled you can protest but it won t do much good communication is sorely lacking communication to help shape a common purpose or best practices or really anything is almost non existent in the amazon fresh business it doesn t exist in the business as a whole nor in any building i ve worked in zero work life balance i ve heard rumors that jeff bezos himself said he hates that term the culture reflects that within a fulfillment center you will never work less than a 12hr day my experience is that 14hr 16hr days for myself and my peers is the expectation and the norm that is 5 days a week and you can expect your boss to call email text you on your days off by the way this is in no way tied to a peek season schedule this has been the norm my whole time at amazon whether it s december or june keep in mind that you will be on your feet almost the entire 12 16hr shift there are no offices nor almost any tables or chairs in amazon fresh buildings kind of a funny aside people at amazon due to work schedule and stress i believe all look older than they are there are plenty of red sunken eyes heavy heads premature wrinkles really just general body language that screams i m tired one of amazon s leadership principles is frugality generally a good principal to live by i believe it is a negative though as it pertains to associate incentives moral and recognition at amazon fresh no matter how hard folks work on completing some genuinely difficult projects or tasks there is a miniscule budget to run contests or recognize outstanding contribution you would hope that someone in seattle would acknowledge that an occasional pizza party won t impact profitability terribly and can just be a genuinely thoughtful gesture that would be appreciated but alas that is not the case i could go on about a number of other con s but in short amazon treats its employees from associates to level 7 managers as commodities to be exploited chances are excellent this work will cause you and your family significant stress due to extremely long hours and time away from home even during your limited time away from work you will be so tired and fried that you will be a mere shell of your former self if you are prepared to basically give up a personal life family vacation working out really everything not amazon related and pick up an oar on a 1st century ship crossing the ocean than amazon is for you after all the money is good you might be that one in a hundred who has a fulfilling career in an fc but chances are excellent you will dislike the job and if you can afford to you will leave as so many before you have good luck you beautiful unique amazing snowflake if you decide to join,highly engaged
fantastic co workers and management on my team large corporate environment provides wonderful opportunities for knowledge experience growth transportation options are great for commuting to silicon valley from throughout the bay area benefits are awesome super super super busy be prepared to do the best work of your career,highly engaged
pros in the words of dan pink motivation the things that make us happy in work are not just focused around money pay people well enough to take money of the list of concerns and what motivates staff autonomy mastery and purpose i worked at amazon web services for 2 years as a solutions architect and i can say hand on heart it was the best job working for the best company ever let me explain in a little more detail as to why this is fact autonomy no micro management from the team leaders bosses peers but a wealth of support in all aspects from career aspirations to soft skills and everything in between it s day one right sure was for me ideas welcomed and occasionally i thought of something that someone else had not thought off this was a rare thing none of that malaise that creeps in and stifles growth personal and company to the point that you can t wait till the end of the month and dread getting up in the morning you are not spoon fed anything go out and seize the day to make you and amazon better each time you are responsible for carving out your own destiny yes this puts more work on you but is there really any other way mastery such a wealth of training support mentoring career planning was offered to me it was a real inclusive feeling what would you like to do long term was a question asked of me by my sa manager at the time we had a one hour conversation on what do i really want how he would be able to support these objectives if you have ever done the five x why s you will understand just how difficult a question this line of questioning is suffice to say the manager really got me thinking and helped me plan out the next few years of my career thanks pf there was plenty of self paced training available as well as instructor lead training to ensure that i was always at the top of my game great opportunities to apply this knowledge to customer questions and peers purpose the most customer centric company on the planet is a high accolade to achieve and maintain with the leadership principles lp in place you know what is expected from you before you even start from a cultural point of view i knew what was expected from me and when i was failing the support was there from my line manager who is one of the best people that has managed this employee in buckets regularly taking time out to ensure that things were going well from both perspectives my role was clear and a real sense of purpose to go out and achieve but how i delivered was not prescriptive see autonomy overall working and aws is not easy with the wealth of information that you need to absorb to the number of customers clambering for guidance you will always be busy but this is a good thing if you are looking to kick back and do enough to get by don t apply to work here you will not enjoy it if you don t agree with the lp s again don t apply on the other hand if you delight in being challenged being given the opportunity to shine and delivering look no further and get to amazon jobs to find that role that you know you could smash i have read a few reviews about wlb work life balance and i can honestly say that whilst there is pressure to work work work you need to have the backbone and disagree lp when the balance in not quite right i did just this very thing and support was given instantly to address this area this is not a just local line manager taking pity but a directive from the very top to ensure that we strike the right balance we are all individuals and have different needs at different times it is not easy to get this right all the time but when it was going in the wrong direction for me a conversation was all it took to get the results i needed to support me and my family and the wlb was restored no dramas no fuss happy employer and employee there are so many other elements to the role that are not understood from the outside looking in so here are a few of the things that just add more value to me that make me a better person and therefore a better employee events supporting events like summits partner workshops team meetings are great as you get to meet a lot of different people and improve your understanding of what aws customers and peers are talking thinking about the ability to flex your technical and soft skills and know that you are giving your customers a great experience is so rewarding that you look forward to the next one as soon as it finishes despite being exhausted thinking is hard interviews you are interviewing your peers you have a big say in who will be joining your team this was fantastic for me as we have all worked in places where new comers are simply thrust upon you to deal with being an integral part of the hiring team was a great revelation both in terms of the empowerment but the insights that interviewing gives you interviews becomes a cycle of improving your interviews improving yourself to conduct better interviews improving yourself to ensure that you live up to the standards you are expecting from candidates tech wow i could write pages on this element but suffice to say that the pace is relentless there is no way that you could not fail to be impressed with the sheer pace of innovation you are actively encouraged to add to this innovation and we are even given time to take a break from our busy schedules for the sole purpose of coming up with the next great innovation the hard part is keeping up and for a geek like me challenge accepted i have had to really thing about this element as i enjoyed this role so much i don t have anything negative to say the only area i though was top heavy was the administration side of being an sa there are tools in place to support you but not joined up in such a way that makes dealing with expenses hotels travel simple,highly engaged
on my first day at facebook i remember asking myself is this company for real how am i here how does this company exist facebook is the epitome of the perfect company a wise man once told me about the four ps of the perfect employment product problem people profit is the product interesting this product serves over 1 5 billion people it is the most exciting product to be part of is the problem interesting beyond interesting we re trying to solve making the entire world more open and connected through communication through sharing through education etc in any area of the company the problems are all great problems to solve what about the people the people are literally the best people i ve ever worked with in any position i ve been through they are brilliant kind friendly and completely supportive i left my last company as a senior member and at facebook i still feel like i m learning something new from my colleagues every single day beyond my colleagues the leadership here are more than supportive about an individual s career growth to help us grow deep within our roles support groups to help you become a better manager classes to help individuals transition from one career to another i ve seen many of my colleagues get the opportunity to completely change paths e g designer to engineer researcher to designer designer to pm etc you pave your own path and leadership here is supportive to help you get to where you want to be so what about profit facebook luckily is doing very well in this area at a personal level facebook pays also very well i was lucky enough to have my total acquisition package matched and exceeded which made saying yes to facebook a no brainer take a great product great people amazing culture and a beautiful place to work and tie that all up in a bow that is what facebook is and i hope it never changes i love this place the only con i ve found is that facebook s campus is a bit in the middle of no where but honestly with the flexible shuttle system and an all day shuttle that goes back and forth between downtown palo alto it s not so bad,highly engaged
if you happen to be deemed a rock star for any particular year the bonus compensation will be very nice indeed benefits are definitley nice if you have a family everybody in the world has heard of microsoft which can work for you and against you as well company events are usually pretty good i particularly enjoyed techready every year great place to learn about other microsoft products that you may not have any prior experience with lots of internal resources to leverage when you want to explore something new lots of smart co workers as long as you re not management you can almost guarantee that your peers won t be idiots extremely likely that the quality of your work will have exactly zero impact on how you are perceived and rewarded by management it s really just a popularity contest and there aren t any checks and balances on this process you could be the smartest guy on the planet delivering the most amazing solutions generating nothing but love from your customers but if you didn t happen to work with your practice manager at his previous company or don t golf with him etc you can probably forget about recognition seriously this isn t sour grapes here i was actually pretty well rewarded but the vast majority of smart hard working people are ignored at best and taken advantage of at worst,highly engaged
pay benefits working at home apple swag the pay is awesome along with the benefits too they offer the best insurance at great rates that i ve ever seen i work from home and absolutely love that aspect of it apple swag are the perks of the job receiving shipments of apple branded mugs hoodies blankets etc contests continuously to get you more swag my co workers are great very helpful and caring the lack of support from management is heartbreaking really apple has so much to offer but then when thrown to the wolves management is mia the attendance policy isn t up to par with industry standards either a reason and an approval must be received from team management to even use earned vacation or sick time i don t feel that a reason should be given to take any earned time off if the time off is available on the calendar i received a promotion and that s when the lack of care began i am the highest level with no help except from my peers in the event of a difficult situation management wasn t available to assist with decision making issues etc this position is extremely stressful for me as is most of my peers this position is what drives excellent employees to seek out other employment,highly engaged
when they say that netflix chooses stunning colleagues they are not kidding i am constantly impressed with the smart thoughtful people i work with on a daily basis i love the company s focus on inclusion diversity and i honestly notice it often by looking around the room and seeing faces like mine in every meeting and i am continually impressed at how the company adheres to these principles the transparency is usually great and it s fun to be a part of an exciting growing company the salary is exceptional and the benefits are also excellent note hourly employees get slightly less in terms of benefits but it s still great there s a lot of freedom here to set your schedule and work around personal commitments if you need to e g my kid has a doctor s appointment i will be wfh etc as well as to make decisions that benefit the company your team etc the culture deck is intimidating when you first read it but i have found that it s pretty right on there are some things that i think are not adhered to quite as often as it says but overall it s on point work life balance is a thing but i do think a lot of it is how well you defend your boundaries i work a couple of hours of ot a week and i am generally on call in the sense that i will check my email after hours but i am not expected to work at off hours in fact my manager specifically tells me to wait until i am back at work to complete things i do think upper management works very long hours and that can lead to burn out the flip side of this is that there is a lot of flexibility to take vacation personal time and people trust you if you need to take some time for doctor s appointments stuff for your kids wfh etc the firing culture doesn t seem to touch ics as much as it does management it is scary sometimes to see those messages come through but the leaders do try to set context and make themselves available for comments questions concerns etc i do think the whole concept of good ideas coming from anywhere is true to some extent but it definitely depends on the team and the leader to whom you are pitching things you have to be smart about choosing the right time people the onboarding training needs a lot of work not having a solid training for new hires was stressful and alienating i spent the first few months wondering if i had made the right choice by coming here but i am a year in and feeling much more comfortable they say it takes about 3 months to feel like you are not drowning and 6 months to feel like you understand everything that feels pretty accurate to me,highly engaged
the soul of apple and it s strong point is the people everyone you work with is proud and excited to be there everyone believes in the product s and are extremely knowledgeable about everything apple this was the first place i worked where everyone got along where i made close friends with and felt proud to be a part of working at the apple store isn t because you want to make money it s because you want to spread the word about the product because its changed your life and you want to help others do the same i love it when a first time mac user comes in and realizes that there is something other than the mainstream pc that will not only work for them but that they ll have fun with i can t count the times when a customer makes the switch from pc to mac or even zune to ipod and they come back just to say hi or to tell us how great it s working for them apple employees are not regular retail workers we are the rock stars of the retail world when a customer comes in and asks where something is we don t just point a finger in the opposite direction we personally help out customers according to their needs and find them the best solution it s a common thing to be on a first name basis with regular customers i love welcoming people back to the store they re surprised you remembered them from the one time you helped them out and that you even remember their name and situation working with people at the apple store is on a personal level and that is what makes our customer service excellent the only time i felt there was a downside to working at apple was when it came for a promotion granted working at apple means growth and moving up however i felt that there were several times that there was favoritism going on as far as promotions there have been a couple of instances were those being promoted were very close with management and many felt that the promotion was more deserved to another employee who worked longer or harder another similar situation that has happened before would be when an employee is promised a certain promotion or is next in line for an opening position and then it is given to someone else,highly engaged
a lot of work from home opportunities and access to education even though most of it is selling propaganda unless you are in a highly technical role good benefits great matching on 401k and charitable contributions working with smart people saying you work for microsoft you truly have to enjoy politics to work here this company is more about popularity than productivity hierarchical deep rooted long term relationships and loyalties in teams make it hard for new employees to be successful if you think you are here for the exciting technology you are fooling yourself you must love powerpoint and excel to work at microsoft you will spend 90 of your time building and finding decks and spreadsheets unless you are in a developer type role microsoft sales teams are only customer focused when it s renewal or sales time after the renewal if it doesn t make them money they do not care our customers use our technology more than we do we are just beginning to fully implement microsoft teams almost a full year after our customers have struggled with it our internal systems are awful our vast ip is in so many places and so difficult to find you will spend days trying to find a powerpoint deck trying to find a internal resource is even more difficult partners still rule and the services group is the red headed step child of the organization avoid being employed on the services side of microsoft if you want a long term career services will never hit their numbers and are considered to be a drain on the organization as a whole the leadership is also lackluster and out of touch they are so concerned with promoting women due to a recent lawsuit they are promoting incapable women in positions they are not qualified for i am a woman and while i appreciate the change in microsoft s position on hiring women they belittle me when they hire women not because they are the best candidate but because the need to make their numbers more women suffer under their poor leadership than succeed because of a hiring quota percentage,highly engaged
there s something really special about the facebook culture employees are passionate about the work and projects they are some of the smartest and dedicated i ve worked with and also a lot of fun to work with seriously everyone is focused on the mission of the company which is awesome excellent benefits and employee perks onsite healthcare chiropractor acupuncture gym and many others i haven t tried out yet another huge bonus for me is the support i have here as a woman in the tech community it s pretty amazing the only downside i have experienced is the office location nothing with the company itself it s out of the way and nothing around the campus,highly engaged
it s has a great culture family atmosphere and awesome benefits fun work environment and lots of exciting new products to play with even though apple pays better than most retail most employees still feel we are underpaid for the excellent customer service and great lengths we go to to fix people s devices among other things,highly engaged
i am treated like an adult the work is exciting the management is top notch the pay is great it is a getting things done type of company home work balance is excellent we keep process to a minimum and encourage innovation best company i have worked for 25 year career loved by customers with a highly rated user experience that is tested by rigorous quantitative and qualitative analysis if you want a greenfield experience or the open endedness of a start up then netflix is not for you netflix is relentless on culling stuff that does not fit in the major focus some people might find that constraining the rationale is focused on what works best for users it is a high performance culture so if you aren t a high performer you won t like it,highly engaged
even though google is huge even newbies can have impact i ve loved how easy it is to speak up and change things when something isn t working right it s also energizing to be working with so many smart motivated passionate people plus the pay and benefits are excellent google and i expect many other companies in the industry invest a lot in their employees and also expect their employees to invest a huge amount of their energy into google for someone who is super motivated by career this is great if you have many other areas of your life that need to take precedence it can also be very draining and unsustainable over time google is a great place for superstars but if you are merely really good at your job and then want to go home at the end of the day and think about other things it can be hard to feel like you re keeping up,highly engaged
microsoft is an amazing place to learn from others and if circumstances allow it grow professionally within the company the company has above average health benefits excellent continuing education and self study resources excellent self service mentorship program overall compensation is above average when you add all the fringe benefits and services an employee obtains since day 1 working in microsoft many of the following observations are rising trends that in my opinion started after bill gates departure in 2006 and now increasing at a much higher pace ever since the company entered in a never ending reorganization reshuffling loop at the end of that same year middle management in some groups more than others do not observe microsoft s code of conduct they appear to exemplify the phrase the end justifies the means honest hard work may go unnoticed if you are not politically connected to the right people managers are empowered to decide upon their direct report s fate within the company having almost uncontested authority to promote or fire anyone reporting to them moreover the system lacks of appropriate check and balances to effectively apprehend potential managerial misconduct therefore the key to succeed and grow within the company is instead of looking for a new role within the company you should always be scouting for good managers that could potentially hire you into their team in other words having a good manager matters more than landing upon your dream job on several occasions over a period of 6 plus years i ve seen how hr sides with management instead of objectively assess what could be at stake in any given situation or complaint employee morale and passion keeps declining the majority adopts a see no evil hear no evil attitude in order to survive or spare retaliation from management it was of great disappointment not only to witness highly unethical behavior coming from middle management but to see how upper management looked the other way although microsoft is still a great company to work for and to list in a resume i would recommend that if looking for a new workplace to look at other great companies that will probably enrich more anyone s professional career if you are already working for microsoft then take pride in what you do while understanding that the company is going through a challenging phase and always keep in mind that the best thing to do is to do the right thing,highly engaged
i really liked working with smart creative and motivated engineers i felt like the first level engineers all worked together very well and got a tremendous amount of work done in an incredibly short time i m missing working with them it will be a good career memory pay and benefits are excellent i also enjoy the whole orlando area now the problem management is the worst everything i was enjoying about working at the orlando site was ruined by these corrupt politicians first of all being a manager at apple makes them feel as if they are the best on the planet this translates into extreme arrogance and failure to listen to anything any engineer says they are not good managers they just think so and demand to be treated like they are great forget about anyone listening to your ideas and expect to be talked down to all the time next and i think worst there is such a strong desire by management to retain their jobs and hopefully advance their careers at a company name like apple that they will do anything to make themselves look even greater than they act like they are so you will always fail to get a manager to listen to your explanation that an idea is bad then some story will be created to blame you when that bad idea actually goes bad because managers cannot be held accountable for their mistakes this was a very corrosive work environment i realized that instead of a chance to make a real difference my career would only be one of being ignored worked to death and blamed for every bad move a manager made i was paid well but not well enough to put up with such undeserved abuse i voluntarily resigned when i had enough,highly engaged
i worked as an fte here for five years people are smart it s a fun environment salaries are good and there s a lot of variety in the work health benefits used to be great but now they re pretty much on par with other companies i left the company for the reasons stated below but now i work at microsoft as a vendor there s a ton of work available for vendors contractors at microsoft most teams want to hire contractors with prior microsoft experience so if you re a former fte you ve got it made if you accept a vendor position with one team and hate it you can end your contract and just search for a new contract on another team and the best part is as a vendor contractor you don t have to deal with the horrible performance review system and you don t have to deal with stupid visibility projects you can just do your work and get paid for it and not have to deal with the internal politics it s a sweet deal you ll notice that more and more of the contractors vendors at microsoft are former ftes and now you know why company has gone downhill since i first started working there the biggest problem is the performance review system they ve revamped it several times but they still use a stack ranking system and award scores based on a curve this is horribly demoralizing to make matters worse your manager can award you a certain score but managers above him or her can lower your score in order to get their org to fit the curve so if your manager gives you a 2 for example a higher up manager can lower it to a 3 because the org already has too many 2 s how screwed up is that i finally left when this happened to me i worked my butt off got a great review but then the gm bumped my score down because i wasn t visible enough the guy didn t even know me god forbid he actually listen to my manager who knows my work and read my review how are we supposed to stay motivated knowing that at review time some random manager can change our score at will over the years i found that employees in general are more concerned with trying to make themselves visible to management so they ll get a good review than they are with trying to put out a good product for our customers the focus is all me me me when the focus should instead be on our customers i worked as both an individual contributor and as a manager during my time here i found that microsoft doesn t value good people management skills they want their managers to be pms they want managers who will keep projects on track and lead a multitude of special projects the actual people management part of it takes a backseat i loved being a manager outside of microsoft but being a manager inside of microsoft is a thankless job you don t get paid any more for managing and it s twice the stress that s why so many managers decide to go back to being an individual contributor the other big problem is that people switch teams all the time teams are constantly losing their knowledge base it s really bad when pms leave and then new pms come onboard and have to ramp up or they decide they want to redesign how something is done in the middle of a project oh and re orgs happen all the time that screws up everything including project schedules no one knows who s responsible for what and all the worker bees twiddle their thumbs waiting for management to figure out what the heck is going on,highly engaged
facebook truly cares about their employees and does an amazing job taking care of us there are way too many pros too list but here are a few at the top amazing work life balance high impact great leadership meaningful work some of the best benefits perks growing company open culture exciting projects smart people beautiful office and much much more normally growing pains of a rapidly expanding company nothing too substantial that would be worth noting as a con i m very lucky where i love my work team and office,highly engaged
some very smart people very fun and passionate people work with great customers and exciting industries lots of jobs to move around to the company operates in laa laa land doesn t listen to customer or consumer trends at all people take the work so seriously but there s little impact you can make provided you re not totally useless it s all about the metrics and nothing else a hush culture for sexual harassment case whilst i was there so political it s hilarious no one is promoted of merit or capability just those who network the best and sound their own trumpet zzz,highly engaged
room to grow i ve moved up four times in three years with the company and have doubled my starting salary you are working with people that love their job most of the time and enjoying being at work your peers are often smart and motivated see a problem fix it you really are empowered to innovate and improve no matter how big or small it s fun amazon is such a large company and has grown so fast that some teams managers are just bad the last few years have seen a lot of improvement here but still an opportunity if you end up on a team that you don t get along with you do have the flexibility to move fairly easily,highly engaged
the people without a doubt work life balance is usually great the meals and generally how they realise that a fun environment is inspiring i learned amazing things that i believe are unique to google i love the everyone is an owner culture which drives ppl to be responsible and motivates employees to do over perform managers can make or break ones career at google you can t get ahead without senior sponsorship and if your manager is terrible there is really not much you can do it s also a very biased place and a place where one can experience discrimination perhaps very specific to the office and team i was in finally although you would think the opposite job security is low as they are big fans of reorgs which can often leave you without a position for a while or in need of finding a new one internally there is very limited hr support in these instances i returned from maternity leave and with my new manager who had severe issues with women and maternity i suffered badly and decided to leave,highly engaged
every employee has the ability to change the world everyday it s an exciting place to work with the smartest professionals in the industry and awesome perks management is very hands off if you are proactive you can work on any project that adds value to the company the culture is awesome my job is fun and i am friends with the people i work with i think that says a lot i eat sleep and breathe facebook however this is entirely by choice work life balance can be difficult if you aren t passionate about the companies mission then it might not be a place for you with that said most people love their jobs and choose to work long hours,highly engaged
the total compensation package is generous with opportunities for earning more through good hard work the caliber of colleagues is very high sometimes daunting even the company is very transparent you can get a good look at what is going on with nearly any project and senior management frequently communicate about the direction and goals for the company there are an amazing number of really interesting projects to get involved with and lots of opportunities for education and professional development google has big values big goals and works to solve big problems it is an exciting and rewarding place to be google isn t for everyone google isn t just a big company it is or very recently was the fastest growing company in history that growth has created some strain some things haven t grown to match a lot of the finely tuned machinery effective and appropriate management consistent methods best practices that keep large modern companies running smoothly haven t had time to develop because of this there is a great deal of variation across google some areas are very much like the near mythical stories weaved by the likes of fast company and others are more stagnant this is also mirrored in google s products some get a lot of love and others are left to dry up from disinterest it is possible to do well and be happy at google but you a have to take the initiative to make that happen and totally own it and b recognize that google is a big company with lots of people there will be friction politics and things that drive you crazy,highly engaged
